"Имя","Описание","Категории","Изображения","Базовая цена","Артикул","Цвет","Объем","Количество","Тип Товара"
"Harunouta 5g Эластичный гель-лак Soak Off Off UV Gel Черный Белый Золото Серебро Nail Art Гель Лак Дизайн","
 Item Information: 
Brand Name:Harunouta 
Brand Mission: We have a dream that all the girls who like Harunouta can be as beautiful as spring.
Item Type:Elastic Gel Polish
Ingredient:UV Gel Polish
Volume:5g
Quantity:1 Box
Type:Gel Polish
Soak off:YES
Cured:UV LED Lamp
Advantage:Easy to handle
Effect:Pure Color

Package:
1 Box 5g Harunouta Elastic Gel Polish

Feature:
It made of healthy,environmental,friendly,no poisonous,pungent chemical materials.
It is quick drying with any UV Light.
Can last for at least 2 WEEKS!
Creative wire line UV gel.
High-molecular materials.
Strong pull tearing.
One-shot molding.
Don't hurt nails.
Hotting colors optional, suitable for all occasions.
Allow you for professional or home nail art design.

Professional usage:
Step 1. Clean Nails then trim nail surface as normal manicure process. 
Step 2. Fully shake up the gel polish, it can make the gel polish color balanced. (Important)
Step 3. Apply Base coat first, which can make gel polish lasting longer, cure with UV lamp or LED lamp. (Necessary)
Step 4. Apply the elastic gel with dotting pen. Cure:30 seconds in LED Lamp, or 2 minutes in UV lamp.
Step 5. Draw you design with the dotting pen.
Step 6. Coat with no wipe topcoat. Cure:30 seconds in LED Lamp, or 2 minutes in UV lamp.

How to Remove UV Gel Nail Polish:
• Soak nails in a glass bowl filled with a small amount of pure acetone, or wrap each nail in cotton pad soaked with pure acetone for around 5 to 10 minutes.
• Product will start to become soft and you can gently file it away or slide it off using a small wooden stick.
NOTICE: Please avoid contact with skin. In case of accident or if you feel unwell, seek medical advice immediately(show the label whenever possible)
 
","nail gel > color gel polish","https://www.bornprettystore.com/images/ProPho/46018/dsc.jpg, https://www.bornprettystore.com/images/ProPho/46018/1.jpg, https://www.bornprettystore.com/images/ProPho/46018/2.jpg, https://www.bornprettystore.com/images/ProPho/46018/3.jpg, https://www.bornprettystore.com/images/ProPho/46018/4.jpg","358.8","46018","Как на изображении товара","5g","1 коробка","Эластичный гель-лак"
"НИКОЛЬ ДНЕВНИК Прямоугольник Ногтей Штамповки Плиты Из Нержавеющей Стали Fortune Cat Сакура Штамп Шаблон 050","
 Specification:
100% new retail
Size: 12cm * 6cm
Material: stainless steel
Type: Nail Art Stamping Plates

Package Contents:
1 Pc NICOLE DIARY Designer Nail Stamping Plates

How to use:
1. Apply base coat or regular polish on the nail. 
2. Apply the nail polish to desired image within a stamping plate. (Recommended: Use the Solid Color Nail Polish, so that the texture will be thicker than other nail polish) 
3. Make a scraper leaned over 45 degrees and scrape excessive polish off quickly and strongly from inside to outside. 
4. Immediately press the stamper with a gentle rolling motion to pick up the design. The image is transferred on the stamp. 
5. Stamp the image on your nail with a gentle rolling motion. The image is transferred on your nail. 
6. Repeat the 5 steps for all of your nails. 
7. After nail art design, apply top coat for lasting wear. 
","stamping nails > stamping plates > festival collection","https://www.bornprettystore.com/images/ProPho/45812/dsc.jpg, https://www.bornprettystore.com/images/ProPho/45812/1.jpg, https://www.bornprettystore.com/images/ProPho/45812/2.jpg, https://www.bornprettystore.com/images/ProPho/45812/3.jpg, https://www.bornprettystore.com/images/ProPho/45812/4.jpg","238.8","45812","Как на изображении товара","","","Плиты штамповки ногтей"
"Harunouta 12мл Soak Off УФ-гель-лак Красный Синий Фиолетовый Цвет Долговечный гель-лак для ногтей Маникюр","
 Specification:
Capacity: 12ml
Quantity: 1 bottle

Package Contents:
1 Bottle Harunouta Purple Blue Red Color UV Gel Polish

Feature:
100% new retail and high quality.
Suitable to apply on UV gel nails, acrylic nails and natural nails etc.
Help strengthen your nails with a durable shiny coat.
Perfect for both professional use and personal use.

Professional usage:
Step 1. Clean Nails then trim nail surface as normal manicure process. 
Step 2. Fully shake up the gel polish, it can make the gel polish color balanced. (Important)
Step 3. Apply Base coat first, which can make polish lasting longer, cure with UV lamp or LED lamp. (Necessary)
Step 4. Apply first layer of color gel polish directly, cure with UV lamp for 2 minutes or cure with LED lamp for 60 seconds.
Step 5. Apply second layer of color gel polish, do not cure and put the magnet over the nails for 10-15 seconds to get the cat eye effect, and then immediately cure with UV lamp for 2 minutes or cure with LED lamp for 60 seconds.
Step 6. Coat with no wipe topcoat, cured by UV lamp or LED lamp.

How to Remove UV Gel Nail Polish:
- Soak nails in a glass bowl filled with a small amount of pure acetone, or wrap each nail in cotton pad soaked with pure acetone for around 5 to 10 minutes. 
- Product will start to become soft and you can gently file it away or slide it off using a small wooden stick.

NOTICE: 
Please avoid contact with skin. In case of accident or if you feel unwell, seek medical advice immediately.(show the label whenever possible)



 
","nail gel > color gel polish","https://www.bornprettystore.com/images/ProPho/43539/dsc.jpg, https://www.bornprettystore.com/images/ProPho/43539/1.jpg, https://www.bornprettystore.com/images/ProPho/43539/2.jpg, https://www.bornprettystore.com/images/ProPho/43539/3.jpg, https://www.bornprettystore.com/images/ProPho/43539/4.jpg","478.8","43539","Как на изображении товара","12мл","1 бутылка",""
"1 Лист Голографическое Золото Серебро 3D Наклейка Для Ногтей Лист Кокосовой пальмы Nail Art Клей Передачи Наклейки","
 Specification:
Quantity: 1 Sheet
Pattern: As the pictures show
Color: As the pictures show

Package Contents:
1 sheet 3D Nail Sticker

Feature:
100% brand new and high quality.
Suitable to use on top of nail polish, UV builder gel, acrylic, etc.
Easy to apply on natural or artificial nails.
Suit For Home Use or Professional
 
","stickers decals > 3d nail sticker","https://www.bornprettystore.com/images/ProPho/41275/dsc.jpg, https://www.bornprettystore.com/images/ProPho/41275/1.jpg, https://www.bornprettystore.com/images/ProPho/41275/2.jpg, https://www.bornprettystore.com/images/ProPho/41275/3.jpg, https://www.bornprettystore.com/images/ProPho/41275/4.jpg","178.8","41275","Как на изображении товара","","1 лист",""
"6мл Лак для ногтей Pure-Color Nail Art Лак Густой туман Серия DIY Дизайн","
 Specification:
Brand: BORN PRETTY
Quantity: 1 Bottle
Capacity: Approx. 6ml
Color: As the pictures show
 
Package Contents:
1 Bottle BORN PRETTY 6ml Nail Polish
 
Feature:
100% brand new.
Long Lasting.
The nail color in the sample picture is with : 1 layer base coat+ 2-3 layers colored polish+ top coat. 
Professional high quality nail polish ingredients which give glossy and long-lasting nail color.
Comes with brush making nail art fast and easy for everyone.
Allow you to create beautiful nail designs in short time.

NOTICE: Please avoid contact with skin. In case of accident or if you feel unwell, seek medical advice immediately. (show the label whenever possible)
 
","nail polish > glitter polish","https://www.bornprettystore.com/images/ProPho/45250/dsc.jpg, https://www.bornprettystore.com/images/ProPho/45250/1.jpg, https://www.bornprettystore.com/images/ProPho/45250/2.jpg, https://www.bornprettystore.com/images/ProPho/45250/3.jpg, https://www.bornprettystore.com/images/ProPho/45250/4.jpg","430.8","45250","Как на изображении товара","Прибл. 6ml","1 бутылка",""
"US Warehouse 7.5 мл UR SUGAR Soak Off УФ-гель-лак Glitter Series Nail Art Гель-лак","
 Specification:
Capacity: 7.5ml
Quantity: 1 bottle
Color: As the pictures show

Package Contents:
1 Bottle 7.5ml UR SUGAR Nail UV Gel Polish

Feature:
100% new retail and high quality.
Suitable to apply on UV gel nails, acrylic nails and natural nails etc.
Help strengthen your nails with a durable shiny coat.
Perfect for both professional use and personal use.
NOTICE:
Please avoid contact with skin. In case of accident or if you feel unwell, seek medical advice immediately.(show the label whenever possible)
 
","us warehouse > nail polishes","https://www.bornprettystore.com/images/ProPho/43217/dsc.jpg, https://www.bornprettystore.com/images/ProPho/43217/1.jpg, https://www.bornprettystore.com/images/ProPho/43217/2.jpg, https://www.bornprettystore.com/images/ProPho/43217/3.jpg, https://www.bornprettystore.com/images/ProPho/43217/4.jpg","838.8","43217","Как на изображении товара","7.5ml","1 бутылка",""
"5шт силиконовые УФ-гель лак для ногтей Soakies замочить крышки многоразовые УФ-гель для снятия лака обертывания инструмент","
 Specifications:
Quantity: 5pcs/set
Color:As the picture shows
Material: Silicone
Features:
100% brand new and high quality.
Effectively removes gel polish with these convenient soak off caps! No need for foils or wrappers.
Simply insert cotton soaked in acetone in the cap and wear it. 
Perfect for both professional use and personal use! 
Durable and reusable.

Package List:
5pcs/set Nail Art Soak Off Caps 
 

 
","nail gel > gel polish remover","https://www.bornprettystore.com/images/ProPho/39658/dsc.jpg, https://www.bornprettystore.com/images/ProPho/39658/1.jpg, https://www.bornprettystore.com/images/ProPho/39658/2.jpg, https://www.bornprettystore.com/images/ProPho/39658/3.jpg, https://www.bornprettystore.com/images/ProPho/39658/4.jpg","358.8","39658","Как на изображении товара","","5шт / комплект",""
"3D Наклейка Для Ногтей Черный Белый Передача Наклейки Украшения Россия Стиль Nail Art Аксессуары 10см * 8см","
 Specification: 
Quantity: 1 Sheet
Size: 10cm * 8cm
Pattern: 2 Patterns for choose

Package Contents: 
1 Sheet 3D Nail Stickers

Feature: 
100% brand new and high quality. 
Suitable to use on top of nail polish, UV gel polish, acrylic, etc. 
Easy to apply on natural or artificial nails. 
Suitable for home use or professional use. 

How to use: 
1. Applying a base coat and wait it dry completely. 
2. Select a base color that your like and apply it onto your nails, then wait until it 90% dry. 
3. Use tweezers to gently remove the prepared sticker place it onto your nail and press it. 
4. Apply top coat for a perfect effect. 

NOTE: 
Do not apply stickers to sensitive skin. 
Not recommended for little children.  
","stickers decals > 3d nail sticker","https://www.bornprettystore.com/images/ProPho/46907/dsc.jpg, https://www.bornprettystore.com/images/ProPho/46907/1.jpg, https://www.bornprettystore.com/images/ProPho/46907/2.jpg, https://www.bornprettystore.com/images/ProPho/46907/3.jpg, https://www.bornprettystore.com/images/ProPho/46907/4.jpg","154.8","46907","Как на изображении товара","","1 лист",""
"5 Шт. Кварцевый Камень Скраб Ручка Для Удаления Кутикулы Толкатель Триммер Черная Ручка Nail Art Уход За Ногтями Инструмент","
 Specification:
Quantity: 5Pcs
Material: Quartz
Length: 13.6cm
Color: Black

Package Contents:
5Pcs Nail Art Quartz Pen 

Feature:
100% brand new
Easy to use.
Safely and quickly trims excess cuticles and hangnails. 
","nail tools > cuticle treatments","https://www.bornprettystore.com/images/ProPho/40685/dsc.jpg, https://www.bornprettystore.com/images/ProPho/40685/1.jpg, https://www.bornprettystore.com/images/ProPho/40685/2.jpg, https://www.bornprettystore.com/images/ProPho/40685/3.jpg, https://www.bornprettystore.com/images/ProPho/40685/4.jpg","478.8","40685","черный","","5шт",""
"1 Шт. / 5 Шт. Ясно Ложный Дисплей Искусства Ногтя Практика Комплект Колесо Доска Ногтей Маникюр Инструменты DIY Дизайн","
 Specification:
Quantity:1 Pc/5 Pcs
Size: semi-major axis 6.5cm or 2.6inch semi-minor axis 5.5cm or 2.3inch

Package Contents:
1 Pc/5 Pcs Clear False Nail Art Display Practice Kit

Feature:
100% brand new and high quality.
Can be used as a model for the new nail polish you bought and the other things about nail art.
Professional nail art product.
Perfect for both professional use or personal use!  
","nail tools > false nails display","https://www.bornprettystore.com/images/ProPho/2926/dsc.jpg, https://www.bornprettystore.com/images/ProPho/2926/1.jpg, https://www.bornprettystore.com/images/ProPho/2926/2.jpg, https://www.bornprettystore.com/images/ProPho/2926/3.jpg, https://www.bornprettystore.com/images/ProPho/2926/4.jpg","118.8","2926","Как на изображении товара","","1 шт. / 5 шт.",""
